"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"839","","MACKIE, Mr George William","34","Victualling Crew","","Southampton","2nd Class Bedroom Steward",""
"840","","MAGUIRE, Mr John Edward","30","1st Class Passenger","110469£26","Southampton","",""
"841","","MAHON, Miss Bridget Delia","20","3rd Class Passenger","330924£7               17s               7d","Queenstown","",""
"842","","MAISNER, Mr Simon","34","3rd Class Passenger","2816£8               1s","Southampton","Tailor",""
"843","","MAJOR, Mr Thomas Edgar","35","Victualling Crew","","Belfast","Bath Steward",""
"844","","MALACHARD, Mr Jean-NoÃ«l","25","2nd Class Passenger","237735£15                             11d","Cherbourg","",""
"845","","MALLET, Mr Albert Denis Pierre","45","2nd Class Passenger","2079£37                             1d","Cherbourg","Merchant",""
"846","","MANGAN, Miss Mary","32","3rd Class Passenger","364850£7               15s","Queenstown","","[61]"
"847","","MANGIAVACCHI, Mr Serafino Emilio","30","2nd Class Passenger","32861£15               11s               7d","Cherbourg","Clerk",""
"848","","MANTLE, Mr Roland Frederick","36","Victualling Crew","","Southampton","Steward",""
"849","","MARCH, Mr John Starr","50","Victualling CrewPostal Clerk","","Southampton","Postal Clerk","[225]"
"850","","MARDIROSIAN, Mr Sarkis","25","3rd Class Passenger","2655£7               4s               7d","Cherbourg","Farm Labourer",""
"851","","MARETT, Mr George John","27","Engineering Crew","","Southampton","Fireman",""
"852","","MARINKO, Mr Dmitri","23","3rd Class Passenger","349238£7               17s               11d","Southampton","",""
"853","","MARKOFF, Mr Marin","35","3rd Class Passenger","349213£7               17s               11d","Southampton","General Labourer",""
"854","","MARKS, Mr J.","26","Victualling Crew","","Southampton","Assistant Pantryman Steward",""
"855","","MARKUN, Mr Johann","33","3rd Class Passenger","349257£7               17s               11d","Cherbourg","General Labourer",""
"856","","MARRIOTT, Mr John William","20","Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)","[2]"
"857","","MARSH, Mr Frederick Charles","39","Engineering Crew","","Southampton","Fireman","[268]"
"858","","MARVIN, Mr Daniel Warner","18","1st Class Passenger","113773£53               2s","Southampton","Of Independent Means",""
"859","","MASKELL, Mr Leopold Adolphus","25","Engineering Crew","","Southampton","Trimmer",""
"860","","MASON, Mr J.","39","Engineering Crew","","Southampton","Leading Fireman",""
"861","","MATHERSON, Mr David","30","Deck Crew","","Southampton","Able Seaman","[192]"
"862","","MATHIAS, Mr Montague Vincent","28","Deck Crew","","Southampton","Mess Steward",""
"863","","MATINOFF, Mr Nicola","30","3rd Class Passenger","349255£7               17s               11d","Cherbourg","",""
"864","","MATTHEWS, Mr William John","30","2nd Class Passenger","28228£13","Southampton","China Clay Worker",""
"865","","MATTMANN, Sig. Adolf","20","Restaurant Staff","","Southampton","Ice Man",""
"866","","MAXWELL, Mr John","31","Deck Crew","","Belfast","Carpenter / Joiner",""
"867","","MAY, Mr Arthur","24","Engineering Crew","","Southampton","Fireman",""
"868","","MAY, Mr Arthur William","60","Engineering Crew","","Southampton","Fireman Messman",""
"869","","MAYBERY, Mr Frank Hubert","36","2nd Class Passenger","239059£16","Southampton","Property Developer / Real Estate",""
"870","","MAYO, Mr William Peter","27","Engineering Crew","","Southampton","Leading Fireman","[177]"
"871","","MAYTUM, Mr Alfred","52","Victualling Crew","","Belfast","Chief Butcher","[141]"
"872","","MÃ¤ENPÃ¤Ã¤, Mr Matti Alexanteri","22","3rd Class Passenger","3101275£7               2s               6d","Southampton","",""
"873","","MÃ¤KINEN, Mr Kalle Edvard","29","3rd Class Passenger","3101268£7               18s               6d","Southampton","General Labourer",""
"874","","MÃ¼LLER, Mr L.","36","Victualling Crew","","Southampton","Interpreter Steward",""
"875","","MCANDREW, Mr Thomas","36","Engineering Crew","","Southampton","Fireman",""
"876","","MCANDREWS, Mr William","23","Engineering Crew","","Southampton","Fireman",""
"877","","MCCAFFRY, Mr Thomas Francis","46","1st Class Passenger","13050£75               4s               10d","Southampton","Banker","[292]"
"878","","MCCARTHY, Mr Timothy J.","54","1st Class Passenger","17463£51               17s               3d","Southampton","Buyer","[175]"
"879","","MCCARTHY, Mr Frederick J.","36","Victualling Crew","","Southampton","Bed Room Steward",""
"880","","MCCASTLAN, Mr W.","38","Engineering Crew","","Southampton","Fireman",""
"881","","MCCAWLEY, Mr Thomas W.","36","Victualling Crew","","Belfast","Gymnasium Steward",""
"882","","MCCRAE, Mr Arthur Gordon","32","2nd Class Passenger","237216£13               10s","Southampton","Engineer","[209]"
"883","","MCCRIE, Mr James Matthew","30","2nd Class Passenger","233478£13","Southampton","Oil Worker",""
"884","","MCELROY, Mr Hugh Walter","37","Victualling Crew","","Southampton","Purser","[157]"
"885","","MCEVOY, Mr Michael","19","3rd Class Passenger","36568£15               10s","Queenstown","Farm Labourer",""
"886","","MCGARVEY, Mr Edward Joseph","34","Engineering Crew","","Southampton","Fireman",""
"887","","MCGAW, Mr Erroll Victor","30","Engineering Crew","","Southampton","Fireman",""
"888","","MCGOWAN, Miss Katherine","42","3rd Class Passenger","9232£7               15s","Queenstown","",""
"889","","MCGRADY, Mr James","27","Victualling Crew","","Southampton","Saloon Steward","[330]"
"890","","MCGREGOR, Mr J.","30","Engineering Crew","","Southampton","Fireman",""
"891","","MCINERNEY, Mr Thomas","37","Engineering Crew","","Southampton","Greaser",""
"892","","MCKANE, Mr Peter David","46","2nd Class Passenger","28403£26","Southampton","",""
"893","","MCMAHON, Mr Martin","20","3rd Class Passenger","370372£7               15s","Queenstown","Farm Labourer",""
"894","","MCMICKEN, Mr Benjamin Tucker","21","Victualling Crew","","Belfast","Second Pantry Steward",""
"895","","MCMULLIN, Mr John Richard","32","Victualling Crew","","Belfast","First class saloon steward",""
"896","","MCMURRAY, Mr William Ernest","43","Victualling Crew","","Belfast","Bed Room Steward",""
"897","","MCNAMEE, Mr Neal","27","3rd Class Passenger","376566£16               2s","Southampton","Provision Manager",""
"898","","MCNAMEE, Mrs Eileen","19","3rd Class Passenger","376566£16               2s","Southampton","","[53]"
"899","","MCNEILL, Miss Bridget","27","3rd Class Passenger","370368£7               15s","Queenstown","",""
"900","","MCQUILLAN, Mr William","26","Engineering Crew","","Belfast","Fireman","[183]"
"901","","MCRAE, Mr William Alexander","32","Engineering Crew","","Southampton","Fireman",""
"902","","MCREYNOLDS, Mr William","22","Engineering Crew","","Belfast","Junior 6th. Engineer",""
"903","","MEANWELL, Mrs Marian","63","3rd Class Passenger","392087£8               1s","Southampton","Milliner",""
"904","","MEEHON, Mr John","22","3rd Class Passenger","3130£7               15s","Queenstown","General Labourer",""
"905","","MEEK, Mrs Annie Louise Rowley","31","3rd Class Passenger","343095£8               1s","Southampton","",""
"906","","MELLOR, Mr Arthur","34","Victualling Crew","","Southampton","Saloon Steward",""
"907","","MEO (MARTINO), Mr Alfonzo","48","3rd Class Passenger","11206£8               1s","Southampton","Musician","[201]"
"908","","MERNAGH, Mr Robert","28","3rd Class Passenger","368703£7               15s","Queenstown","Farm Labourer",""
"909","","MEYER, Mr Edgar Joseph","28","1st Class Passenger","17604£82               3s               5d","Cherbourg","Mechanical Engineer",""
"910","","MEYER, Mr August","31","2nd Class Passenger","248723£13","Southampton","Baker",""
"911","","MIDDLETON, Mr Alfred Pirrie","26","Engineering Crew","","Belfast","Electrician",""
"912","","MIDDLETON, Mr M. V.","24","Victualling Crew","","Southampton","Saloon Steward",""
"913","","MIHOFF, Mr Stoytcho","28","3rd Class Passenger","349207£7               17s               11d","Southampton","General Labourer",""
"914","","MILES, Mr Frank","23","3rd Class Passenger","359306£8               1s","Southampton","Engineer",""
"915","","MILFORD, Mr George","28","Engineering Crew","","Southampton","Fireman",""
"916","","MILLAR, Mr Robert","26","Engineering Crew","","Belfast","Extra 5th Engineer",""
"917","","MILLAR, Mr Thomas","33","Engineering Crew","","Belfast","Deck Enginer",""
"918","","MILLET, Mr Francis Davis","65","1st Class Passenger","13509£26               11s","Cherbourg","Artist","[249]"
"919","","MILLING, Mr Jacob Christian","48","2nd Class Passenger","234360£13","Southampton","Machine Inspector","[271]"
"920","","MINAHAN, Dr William Edward","44","1st Class Passenger","19928£90","Queenstown","Merchant","[230]"
"921","","MINEFF, Mr Ivan","24","3rd Class Passenger","349233£7               17s               11d","Southampton","General Labourer",""
"922","","MINKOFF, Mr Lazar","21","3rd Class Passenger","349211£7               17s               11d","Southampton","General Labourer",""
"923","","MINTRAM, Mr William","46","Engineering Crew","","Southampton","Fireman",""
"924","","MISHELLAMY, Mr Abraham","52","Victualling Crew","","Belfast","Printer Steward",""
"925","","MITCHELL, Mr Henry Michael","71","2nd Class Passenger","24580£10               10s","Southampton","Coach Painter",""
"926","","MITCHELL, Mr Lorenzo (Lawrence) Horace","18","Engineering Crew","","Southampton","Trimmer",""
"927","","MITKOFF, Mr Mito","23","3rd Class Passenger","349221£7               17s               11d","Southampton","General Labourer",""
"928","","MOEN, Mr Sigurd Hansen","27","3rd Class Passenger","348123£7               13s","Southampton","Carpenter / Joiner","[309]"
"929","","MOLSON, Mr Harry Markland","55","1st Class Passenger","113787£30               10s","Southampton","Businessman",""
"930","","MONRÃ³S, Sr. Joan Javier","20","Restaurant Staff","","Southampton","Assistant Waiter","[27]"
"931","","MONTEVERDI, Sig. Giovanni","23","Restaurant Staff","","Southampton","Cook",""
"932","","MONTVILA, Fr Juozas","27","2nd Class Passenger","211536£13","Southampton","Priest / Minister",""
"933","","MOODY, Mr James Paul","24","Deck Crew","","Belfast","6th. Officer",""
"934","","MOORE, Mr Clarence Bloomfield","47","1st Class Passenger","113796£42               8s","Southampton","Businessman",""
"935","","MOORE, Mr Leonard Charles","19","3rd Class Passenger","54510£8               1s","Southampton","Bricklayer",""
"936","","MOORE, Mr Ralph William","21","Engineering Crew","","Southampton","Trimmer",""
"937","","MOORE, Mr Alfred Ernest","39","Victualling Crew","","Southampton","Saloon Steward",""
"938","","MOORES, Mr Richard Henry","44","Engineering Crew","","Southampton","Greaser",""
"939","","MORAN, Mr Daniel James","27","3rd Class Passenger","371110£24               3s","Queenstown","General Labourer",""
"940","","MORAWECK, Dr Ernest","54","2nd Class Passenger","29011£14","Southampton","Doctor",""
"941","","MORGAN, Mr Arthur Herbert","27","Engineering Crew","","Southampton","Trimmer",""
"942","","MORGAN, Mr Thomas A.","26","Engineering Crew","","Southampton","Fireman","[302]"
"943","","MORGAN (BIRD), Mr Charles Frederick","42","Victualling Crew","","Southampton","Assistant Storekeeper",""
"944","","MORLEY, Mr Henry Samuel","38","2nd Class Passenger","250655£26","Southampton","Confectioner",""
"945","","MORLEY, Mr William","34","3rd Class Passenger","364506£8               1s","Southampton","Carpenter / Joiner",""
"946","","MORRIS, Mr Arthur","30","Engineering Crew","","Southampton","Greaser",""
"947","","MORRIS, Mr William Edward","22","Engineering Crew","","Southampton","Trimmer",""
"948","","MORROW, Mr Thomas Rowan","30","3rd Class Passenger","372622£7               15s","Queenstown","General Labourer",""
"949","","MOSS, Mr William","34","Victualling Crew","","Belfast","1st. Saloon Steward",""
"950","","MOUTAL, Mr Rahamin Haim","28","3rd Class Passenger","374746£8               1s","Southampton","Traveller",""
"951","","MOYES, Mr William Young","23","Engineering Crew","","Belfast","Senior 6th. Engineer",""
"952","","MUDD, Mr Thomas Charles","16","2nd Class Passenger","S.O./P.P 3£10               10s","Southampton","",""
"953","","MULLEN, Mr Thomas A.","20","Victualling Crew","","Southampton","Steward","[323]"
"954","","MULLIN, Miss Mary  (_Lennon)","18","3rd Class Passenger","370371£15               10s","Queenstown","",""
"955","","MURDLIN, Mr Joseph","22","3rd Class Passenger","3235£8               1s","Southampton","Chemist",""
"956","","MURDOCH, Mr William McMaster","39","Deck Crew","","Belfast","1st. Officer",""
"957","","MYHRMAN, Mr Pehr Fabian Oliver Malkolm","18","3rd Class Passenger","347078£7               15s","Southampton","General Labourer",""
"958","","MYLES, Mr Thomas Francis","63","2nd Class Passenger","240276£9               13s               9d","Queenstown","Gentleman",""
"959","","NAIDENOFF, Mr Penko","22","3rd Class Passenger","349206£7               17s               11d","Southampton","General Labourer",""
"960","","NAKHLI, Mr Toufik","17","3rd Class Passenger","2641£7               4s               7d","Cherbourg","",""
"961","","NANCARROW, Mr William Henry","34","3rd Class Passenger","3338£8               1s","Southampton","Mason",""
"962","","NANKOFF, Mr Minko","32","3rd Class Passenger","349218£7               17s               11d","Southampton","General Labourer",""
"963","","NANNINI, Sig. Francesco Luigi Arcangelo","42","Restaurant Staff","","Southampton","Head Waiter",""
"964","","NASR ALMA, Mr Mustafa","20","3rd Class Passenger","2652£7               4s               7d","Cherbourg","Farm Labourer",""
"965","","NASSER, Mr Nicholas","28","2nd Class Passenger","237736£30               1s               5d","Cherbourg","","[43]"
"966","","NASSR RIZQ, Mr Saade","20","3rd Class Passenger","2676£7               4s               6d","Cherbourg","",""
"967","","NATSCH, Mr Charles","36","1st Class Passenger","17596£29               14s","Cherbourg","",""
"968","","NAUGHTON, Miss Hannah","21","3rd Class Passenger","365237£7               15s","Queenstown","",""
"969","","NAVRATIL, Mr Michel","32","2nd Class Passenger","230080£26","Southampton","","[15]"
"970","","NENKOFF, Mr Christo","22","3rd Class Passenger","349234£7               17s               11d","Southampton","General Labourer",""
"971","","NESSON, Mr Israel","26","2nd Class Passenger","244368£13","Southampton","Electrician",""
"972","","NETTLETON, Mr George","28","Engineering Crew","","Southampton","Fireman",""
"973","","NEWELL, Mr Arthur Webster","58","1st Class Passenger","35273£113               5s               6d","Cherbourg","","[122]"
"974","","NEWMAN, Mr Charles Thomas","33","Engineering Crew","","Southampton","Assistant Storekeeper",""
"975","","NICHOLLS, Mr Joseph Charles","19","2nd Class Passenger","33112£36               15s","Southampton","Miner","[101]"
"976","","NICHOLLS, Mr Sidney","39","Victualling Crew","","Southampton","Saloon Steward",""
"977","","NICHOLS, Mr Alfred","42","Deck Crew","","Belfast","Boatswain",""
"978","","NICHOLS, Mr A.D.","34","Victualling Crew","","Southampton","Steward",""
"979","","NICHOLSON, Mr Arthur Ernest","64","1st Class Passenger","693£26","Southampton","","[263]"
"980","","NIEMINEN, Miss Manta Josefina","29","3rd Class Passenger","3101297£7               18s               6d","Southampton","Servant",""
"981","","NIKLASSON, Mr Samuel","28","3rd Class Passenger","363611£8               1s","Southampton","General Labourer",""
"982","","NILSSON, Mr August Ferdinand","21","3rd Class Passenger","350410£7               17s               1d","Southampton","General Labourer",""
"983","","NIRVA, Mr Iisakki Antino ÃijÃ¶","41","3rd Class Passenger","3101272£7               2s               6d","Southampton","General Labourer",""
"984","","NOFAL, Mr Mansouer","20","3rd Class Passenger","2697£7               4s               7d","Cherbourg","Journalist","[181]"
"985","","NOON, Mr John","35","Engineering Crew","","Southampton","Fireman",""
"986","","NORMAN, Mr Robert Douglas","28","2nd Class Passenger","218629£13               10s","Southampton","Electrical Engineer","[287]"
"987","","NORRIS, Mr James","23","Engineering Crew","","Southampton","Fireman",""
"988","","NOSS, Mr Bertram Arthur","21","Engineering Crew","","Southampton","Fireman",""
"989","","NOSWORTHY, Mr Richard Cater","21","3rd Class Passenger","39886£7               16s","Southampton","Farm Labourer",""
"990","","NYSVEEN, Mr Johan Hansen","60","3rd Class Passenger","345364£6               4s               9d","Southampton","Farmer",""
"991","","O'BRIEN, Mr Timothy","21","3rd Class Passenger","330979£7               16s               7d","Queenstown","",""
"992","","O'BRIEN, Mr Thomas","27","3rd Class Passenger","370365£15               10s","Queenstown","Farm Labourer",""
"993","","O'CONNELL, Mr Patrick Denis","17","3rd Class Passenger","334912£7               14s               8d","Queenstown","General Labourer",""
"994","","O'CONNOR, Mr Maurice","16","3rd Class Passenger","371060£7               15s","Queenstown","General Labourer",""
"995","","O'CONNOR, Mr Patrick","23","3rd Class Passenger","366713£7               15s","Queenstown","Farmer",""
"996","","O'CONNOR, Mr Thomas Peter","39","Victualling Crew","","Belfast","Bed Room Steward",""
"997","","O'LOUGHLIN, Dr William Francis Norman","62","Deck Crew","","Belfast","Surgeon",""
"998","","O'SULLIVAN, Miss Bridget Mary","21","3rd Class Passenger","330909£7               12s               7d","Queenstown","",""
"999","","OLIVE, Mr Charles","31","Engineering Crew","","Southampton","Greaser",""
"1000","","OLIVE, Mr Ernest Roskelly","28","Victualling Crew","","Southampton","Clothes Presser Steward",""
"1001","","OLSEN, Mr Karl Siegwart Andreas","42","3rd Class Passenger","4579£8               8s               1d","Southampton","General Labourer",""
"1002","","OLSEN, Mr Henry Margido","28","3rd Class Passenger","4001£22               10s               6d","Southampton","Engineer","[173]"
"1003","","OLSEN, Mr Ole Martin","27","3rd Class Passenger","265302£7               6s               3d","Southampton","General Labourer",""
"1004","","OLSSON, Mr Nils Johan GÃ¶ransson","28","3rd Class Passenger","347464£7               17s               1d","Southampton","",""
"1005","","OLSSON, Miss Elina","31","3rd Class Passenger","350407£7               17s               1d","Southampton","",""
"1006","","OLSVIGEN, Mr Thor Anderson","20","3rd Class Passenger","6563£9               4s               6d","Southampton","Salesman","[89]"
"1007","","ORESKOVIC, Mr Luka","20","3rd Class Passenger","315094£8               13s               3d","Southampton","Farmer",""
"1008","","ORESKOVIC, Miss Jelka","23","3rd Class Passenger","315085£8               13s               3d","Southampton","Farmer",""
"1009","","ORESKOVIC, Miss Marija","20","3rd Class Passenger","315096£8               13s               3d","Southampton","Farm Labourer",""
"1010","","ORPET, Mr Walter Hayward","31","Victualling Crew","","Southampton","Saloon Steward",""
"1011","","ORR, Mr J.","40","Victualling Crew","","Southampton","Assistant Vegetable Cook",""
"1012","","OSÃ©N, Mr Olaf Elon","16","3rd Class Passenger","7534£9               4s               4d","Southampton","Farm Labourer",""
"1013","","OSBORNE, Mr William Edward","32","Victualling Crew","","Belfast","Saloon Steward",""
"1014","","OSTBY, Mr Engelhart Cornelius","64","1st Class Passenger","113509£61               19s               7d","Southampton","Jeweller","[234]"
"1015","","OTTER, Mr Richard","38","2nd Class Passenger","28213£13","Southampton","Stone Cutter",""
"1016","","OVIÃ©S Y RODRÃ­GUEZ, Mr Servando JosÃ© Florentino","36","1st Class Passenger","17562£27               14s               5d","Cherbourg","Merchant","[189]"
"1017","","OWEN, Mr Lewis","49","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"1018","","PACEY, Mr Reginald lvan","17","Victualling Crew","","Southampton","Lift Steward",""
"1019","","PACHERA, Sig. Jean Baptiste Stanislas","19","Restaurant Staff","","Southampton","Assistant Larder Cook",""
"1020","","PAICE, Mr Richard Charles John","32","Engineering Crew","","Southampton","Fireman",""
"1021","","PAIN, Dr Alfred","23","2nd Class Passenger","244278£10               10s","Southampton","Doctor",""
"1022","","PAINTER, Mr Charles","31","Engineering Crew","","Southampton","Fireman",""
"1023","","PAINTER, Mr Frank Frederick","29","Engineering Crew","","Southampton","Fireman",""
"1024","","PAINTIN, Mr James Arthur","29","Victualling Crew","","Southampton","Captain's Steward (Tiger)",""
"1025","","PALLES, Mr Thomas Henry Michael","42","Engineering Crew","","Belfast","Greaser",""
"1026","","PANULA, Mrs Maija Emelia Abrahamintytar","41","3rd Class Passenger","3101295£39               13s               9d","Southampton","",""
"1027","","PANULA, Master Jaako Arnold","14","3rd Class Passenger","3101295£39               13s               9d","Southampton","General Labourer",""
"1028","","PANULA, Mr Ernesti Arvid","16","3rd Class Passenger","3101295£39               13s               9d","Southampton","General Labourer",""
"1029","","PANULA, Master Juha Niilo","7","3rd Class Passenger","3101295£39               13s               9d","Southampton","",""
"1030","","PANULA, Master Urho Abraham","2","3rd Class Passenger","3101295£39               13s               9d","Southampton","",""
"1031","","PANULA, Master Eino Viljam","1","3rd Class Passenger","3101295£39               13s               9d","Southampton","",""
"1032","","PARKER, Mr Clifford Richard","28","2nd Class Passenger","14888£10               10s","Southampton","Clerk",""
"1033","","PARKES, Mr Francis ""Frank""","18","2nd Class PassengerH&W Guarantee Group","239853","Belfast","Plumber",""
"1034","","PARR, Mr William Henry Marsh","29","1st Class PassengerH&W Guarantee Group","112052","Belfast","Electrician",""
"1035","","PARSONS, Mr Frank Alfred","26","Engineering Crew","","Belfast","Senior 5th. Engineer",""
"1036","","PARSONS, Mr Edward","35","Victualling Crew","","Southampton","Chief Storekeeper",""
"1037","","PARSONS, Mr Richard","18","Victualling Crew","","Southampton","Saloon Steward",""
"1038","","PARTNER, Mr Austin","40","1st Class Passenger","113043£28               10s","Southampton","Stockbroker","[166]"
"1039","","PASIC, Mr Jakob","21","3rd Class Passenger","315097£8               13s               3d","Southampton","Farmer",""
"1040","","PATCHETT, Mr George","19","3rd Class Passenger","358585£14               10s","Southampton","Shoemaker",""
"1041","","PAVLOVIC, Mr Stefo","32","3rd Class Passenger","349242£7               17s               11d","Southampton","General Labourer",""
"1042","","PAYNE, Mr Vivian Ponsonby","22","1st Class PassengerServant","12749£93               10s","Southampton","Clerk",""
"1043","","PÃ¥LSSON, Mrs Alma Cornelia","29","3rd Class Passenger","349909£21               1s               6d","Southampton","Housewife","[206]"
"1044","","PÃ¥LSSON, Master GÃ¶sta Leonard","2","3rd Class Passenger","349909£21               1s               6d","Southampton","",""
"1045","","PÃ¥LSSON, Master Paul Folke","6","3rd Class Passenger","349909£21               1s               6d","Southampton","",""
"1046","","PÃ¥LSSON, Miss Stina Viola","3","3rd Class Passenger","349909£21               1s               6d","Southampton","",""
"1047","","PÃ¥LSSON, Miss Torborg Danira","8","3rd Class Passenger","349909£21               1s               6d","Southampton","",""
"1048","","PEACOCK, Mrs Edith","26","3rd Class Passenger","3101315£13               15s               6d","Southampton","",""
"1049","","PEACOCK, Master Alfred Edward","7m","3rd Class Passenger","3101315£13               15s               6d","Southampton","",""
"1050","","PEACOCK, Miss Treasteall","3","3rd Class Passenger","3101315£13               15s               6d","Southampton","",""
"1051","","PEARCE, Mr Ernest","32","3rd Class Passenger","343271£7","Southampton","Farmer",""
"1052","","PEARCE, Mr Alfred Emest","24","Victualling Crew","","Southampton","Steward",""
"1053","","PEARS, Mr Thomas Clinton","29","1st Class Passenger","113776£66               12s","Southampton","Of Independent Means",""
"1054","","PEÃ±ASCO Y CASTELLANA, Mr Victor","24","1st Class Passenger","17758£108               18s","Cherbourg","Of Independent Means",""
"1055","","PEDERSEN, Mr Olaf","28","3rd Class Passenger","345498£7               15s               6d","Southampton","General Labourer",""
"1056","","PEDRINI, Sig. Alessandro","21","Restaurant Staff","","Southampton","Assistant Waiter","[104]"
"1057","","PEDUZZI, Mr Giuseppe","24","3rd Class Passenger","2817£8               1s","Southampton","Waiter",""
"1058","","PEKONIEMI, Mr Edvard","21","3rd Class Passenger","3101294£7               18s               6d","Southampton","General Labourer",""
"1059","","PELTOMÃ¤KI, Mr Nikolai Johannes","25","3rd Class Passenger","3101291£7               18s               6d","Southampton","General Labourer",""
"1060","","PENGELLY, Mr Frederick William","19","2nd Class Passenger","28665£10               10s","Southampton","Miner",""
"1061","","PENNAL, Mr Thomas Francis","33","Victualling Crew","","Southampton","Bath Steward",""
"1062","","PENNY, Mr William Farr","31","Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)",""
"1063","","PENROSE, Mr John Poole","49","Victualling Crew","","Belfast","Bed Room Steward",""
"1064","","PERACCHIO, Sig. Alberto","20","Restaurant Staff","","Southampton","Assistant Waiter",""
"1065","","PERACCHIO, Sig. Sebastiano","17","Restaurant Staff","","Southampton","Assistant Waiter",""
"1066","","PERKIN, Mr John Henry","22","3rd Class Passenger","21174£7               5s","Southampton","Farmer",""
"1067","","PERKINS, Mr Laurence Alexander","22","Victualling Crew","","Southampton","Telephone Operator Steward",""
"1068","","PERNOT, Mr RenÃ©","39","2nd Class PassengerServant","2131£15               1s","Cherbourg","Chauffeur",""
"1069","","PEROTTI, Sig. Alfonso","20","Restaurant Staff","","Southampton","Assistant Waiter",""
"1070","","PERREN, Mr William Charles","47","Victualling Crew","","Southampton","Boots Steward (2nd class)",""
"1071","","PERRITON, Mr Hubert Prouse","31","Victualling Crew","","Southampton","Saloon Steward",""
"1072","","PERRY, Mr Henry F. L.","23","Engineering Crew","","Southampton","Trimmer",""
"1073","","PERUSCHITZ, Fr Josef","41","2nd Class Passenger","237393£13","Southampton","Priest / Minister",""
"1074","","PETERS, Miss Katie","26","3rd Class Passenger","330935£8               2s               9d","Queenstown","",""
"1075","","PETERSEN, Mr Marius","24","3rd Class Passenger","342441£8               1s","Southampton","Dairy Worker",""
"1076","","PETRANEC, Miss Matilda","28","3rd Class Passenger","349245£7               17s               11d","Southampton","Servant",""
"1077","","PETROFF, Mr Nedialco","19","3rd Class Passenger","349212£7               17s               11d","Southampton","General Labourer",""
"1078","","PETROFF, Mr Pastcho","29","3rd Class Passenger","349215£7               17s               11d","Southampton","General Labourer",""
"1079","","PETTERSSON, Mr Johan Emil","25","3rd Class Passenger","347076£7               15s               6d","Southampton","General Labourer",""
"1080","","PETTERSSON, Miss Ellen Natalia","18","3rd Class Passenger","347087£7               15s               6d","Southampton","",""
"1081","","PETTY, Mr Edwin Henry","25","Victualling Crew","","Southampton","Bed Room Steward","[82]"
"1082","","PHILLIPS, Mr Escott Robert","42","2nd Class Passenger","2£21","Southampton","",""
"1083","","PHILLIPS, Mr A. George","27","Engineering Crew","","Southampton","Greaser",""
"1084","","PHILLIPS, Mr John George","25","Victualling Crew","","Belfast","Telegraphist",""
"1085","","PHILLIPS, Mr Walter John","35","Restaurant Staff","","Southampton","Storekeeper",""
"1086","","PIATTI, Sig. Louis","17","Restaurant Staff","","Southampton","Assistant Waiter",""
"1087","","PIAZZA, Sig. Pompeo","30","Restaurant Staff","","Southampton","Waiter","[266]"
"1088","","PITFIELD, Mr William James","25","Engineering Crew","","Southampton","Greaser",""
"1089","","PLATT, Mr Wilfred George","18","Victualling Crew","","Southampton","Scullion",""
"1090","","PLOTCHARSKY, Mr Vasil","27","3rd Class Passenger","349227£7               17s               11d","Southampton","General Labourer",""
"1091","","POGGI, Sig. Emilio","28","Restaurant Staff","","Southampton","Waiter","[301]"
"1092","","POKRNIC, Mr Mate","17","3rd Class Passenger","315095£8               13s               3d","Southampton","",""
"1093","","POKRNIC, Mr Tome","24","3rd Class Passenger","315092£8               13s               3d","Southampton","",""
"1094","","POND, Mr George","32","Engineering Crew","","Southampton","Fireman",""
"1095","","PONESELL, Mr Martin","24","2nd Class Passenger","250647£13","Southampton","",""
"1096","","POOK, Mr Percy Robert","34","Victualling Crew","","Southampton","Assistant pantry steward",""
"1097","","PORTER, Mr Walter Chamberlain","46","1st Class Passenger","110465£52","Southampton","","[207]"
"1098","","PORTEUS, Mr Thomas Henry","32","Victualling Crew","","Southampton","Butcher",""
"1099","","PRESTON, Mr Thomas Charles Alfred","20","Engineering Crew","","Southampton","Trimmer",""
"1100","","PRICE, Mr Ernest","17","Restaurant Staff","","Southampton","Barman","[186]"
"1101","","PRIDEAUX, Mr John Arthur (Jack)","23","Victualling Crew","","Southampton","3rd Class Steward",""
"1102","","PROCTOR, Mr Charles","40","Victualling Crew","","Belfast","Chef",""
"1103","","PROUDFOOT, Mr Richard Royston","23","Engineering Crew","","Southampton","Trimmer",""
"1104","","PRYCE, Mr Charles William","22","Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"1105","","PUGH, Mr Percy","31","Engineering Crew","","Southampton","Leading Fireman",""
"1106","","PULBAUM, Mr Franz","27","2nd Class Passenger","2168£15                             8d","Cherbourg","",""
"1107","","PULNER, Mr Uscher","16","3rd Class Passenger","3411£8               14s               3d","Cherbourg","",""
"1108","","PUSEY, Mr John E.","35","Victualling Crew","","Belfast","Saloon Steward",""
"1109","","RADEFF, Mr Alexander","27","3rd Class Passenger","349223£7               17s               11d","Southampton","General Labourer",""
"1110","","RANDALL, Mr Frank Henry","29","Victualling Crew","","Southampton","Saloon Steward",""
"1111","","RANSOM, Mr James Augustus","49","Victualling Crew","","Belfast","Saloon Steward (1st class)",""
